# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 11 05:36:40 2015
#
# CONSTRAINT:  where (koi_disposition like 'CONFIRMED'
# CONSTRAINT:  )
# CONSTRAINT:  order by rowid asc, koi_period desc
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
rowid	kepler_name	koi_disposition	koi_period	koi_period_err1	koi_period_err2	koi_prad	koi_prad_err1	koi_prad_err2	koi_teq	koi_teq_err1	koi_teq_err2	koi_steff	koi_steff_err1	koi_steff_err2	koi_slogg	koi_slogg_err1	koi_slogg_err2	koi_srad	koi_srad_err1	koi_srad_err2
1616	Kepler-321 b	CONFIRMED	4.915387067	6.6600000e-06	-6.6600000e-06	1.78	8.100e-01	-2.100e-01	1116.0			5881.00	178.00	-212.00	4.407	0.077	-0.293	1.0670	0.4840	-0.1260
1624	Kepler-44 b	CONFIRMED	3.246732651	4.0600000e-07	-4.0600000e-07	12.71	1.050e+00	-1.000e+00	1460.0			5763.00	101.00	-115.00	4.150	0.051	-0.047	1.4570	0.1200	-0.1150
1630	Kepler-350 c	CONFIRMED	17.848480820	7.6250000e-05	-7.6250000e-05	2.45	1.120e+00	-4.700e-01	838.0			6217.00	168.00	-195.00	4.245	0.176	-0.249	1.2470	0.5710	-0.2400
1631	Kepler-350 d	CONFIRMED	26.136351100	1.1790000e-04	-1.1790000e-04	2.46	1.120e+00	-4.800e-01	738.0			6217.00	168.00	-195.00	4.245	0.176	-0.249	1.2470	0.5710	-0.2400
1632	Kepler-350 b	CONFIRMED	11.189610000	1.0480000e-04	-1.0480000e-04	1.50	6.900e-01	-2.900e-01	979.0			6217.00	168.00	-195.00	4.245	0.176	-0.249	1.2470	0.5710	-0.2400
1647	Kepler-341 c	CONFIRMED	8.010413050	3.0310000e-05	-3.0310000e-05	1.73	6.800e-01	-1.900e-01	948.0			6008.00	156.00	-183.00	4.435	0.066	-0.276	1.0030	0.3960	-0.1090
1649	Kepler-341 d	CONFIRMED	27.666597100	2.1170000e-04	-2.1170000e-04	1.96	7.700e-01	-2.200e-01	627.0			6008.00	156.00	-183.00	4.435	0.066	-0.276	1.0030	0.3960	-0.1090
1650	Kepler-341 b	CONFIRMED	5.195567580	3.6880000e-05	-3.6880000e-05	1.14	4.500e-01	-1.200e-01	1095.0			6008.00	156.00	-183.00	4.435	0.066	-0.276	1.0030	0.3960	-0.1090
1651	Kepler-351 c	CONFIRMED	57.248669100	3.1030000e-04	-3.1030000e-04	3.26	1.430e+00	-2.600e-01	430.0			5646.00	164.00	-151.00	4.549	0.031	-0.294	0.8410	0.3690	-0.0670
1652	Kepler-351 b	CONFIRMED	37.054856900	2.1130000e-04	-2.1130000e-04	2.74	1.200e+00	-2.200e-01	497.0			5646.00	164.00	-151.00	4.549	0.031	-0.294	0.8410	0.3690	-0.0670
1653	Kepler-352 c	CONFIRMED	16.332698540	4.0640000e-05	-4.0640000e-05	1.25	2.500e-01	-9.000e-02	583.0			5238.00	157.00	-136.00	4.603	0.029	-0.120	0.7520	0.1460	-0.0580
1654	Kepler-352 b	CONFIRMED	10.055453370	4.3050000e-05	-4.3050000e-05	0.89	1.700e-01	-7.000e-02	685.0			5238.00	157.00	-136.00	4.603	0.029	-0.120	0.7520	0.1460	-0.0580
1656	Kepler-322 c	CONFIRMED	4.337224039	5.6400000e-06	-5.6400000e-06	1.59	1.790e+00	-2.000e-01	1016.0			5496.00	177.00	-157.00	4.471	0.107	-0.610	0.8270	0.9320	-0.1060
1657	Kepler-322 b	CONFIRMED	1.653893465	4.0250000e-06	-4.0250000e-06	0.96	1.090e+00	-1.200e-01	1403.0			5496.00	177.00	-157.00	4.471	0.107	-0.610	0.8270	0.9320	-0.1060
1659	Kepler-323 c	CONFIRMED	3.553829671	4.8680000e-06	-4.8680000e-06	1.93	1.170e+00	-4.200e-01	1493.0			6277.00	150.00	-194.00	4.211	0.178	-0.312	1.3780	0.8310	-0.3040
1660	Kepler-323 b	CONFIRMED	1.678325450	2.0090000e-06	-2.0090000e-06	1.70	1.030e+00	-3.700e-01	1915.0			6277.00	150.00	-194.00	4.211	0.178	-0.312	1.3780	0.8310	-0.3040
1680	Kepler-121 b	CONFIRMED	3.177414418	1.5830000e-06	-1.5830000e-06	2.47	5.400e-01	-1.800e-01	1008.0			5316.00	167.00	-143.00	4.613	0.032	-0.122	0.7190	0.1570	-0.0530
1682	Kepler-367 b	CONFIRMED	37.815621900	1.8040000e-04	-1.8040000e-04	1.15	7.000e-02	-4.000e-02	393.0			4722.00	91.00	-97.00	4.607	0.014	-0.042	0.7180	0.0420	-0.0250
1683	Kepler-367 c	CONFIRMED	53.577837600	2.9440000e-04	-2.9440000e-04	1.36	8.000e-02	-5.000e-02	350.0			4722.00	91.00	-97.00	4.607	0.014	-0.042	0.7180	0.0420	-0.0250
1702	Kepler-368 b	CONFIRMED	26.847632500	1.6370000e-04	-1.6370000e-04	1.22	4.700e-01	-1.000e-01	523.0			5501.00	219.00	-179.00	4.577	0.044	-0.211	0.7470	0.2840	-0.0630
1704	Kepler-369 c	CONFIRMED	14.871535140	5.0780000e-05	-5.0780000e-05	1.32	1.900e-01	-1.700e-01	339.0			3591.00	60.00	-50.00	4.846	0.060	-0.070	0.4100	0.0600	-0.0500
1705	Kepler-369 b	CONFIRMED	2.732766619	5.5080000e-06	-5.5080000e-06	1.00	1.500e-01	-1.200e-01	597.0			3591.00	60.00	-50.00	4.846	0.060	-0.070	0.4100	0.0600	-0.0500
1718	Kepler-360 b	CONFIRMED	3.289722169	8.3340000e-06	-8.3340000e-06	1.62	6.700e-01	-1.800e-01	1296.0			6052.00	162.00	-201.00	4.424	0.068	-0.283	1.0280	0.4270	-0.1130
1719	Kepler-360 c	CONFIRMED	7.186452600	1.8420000e-05	-1.8420000e-05	2.11	8.700e-01	-2.300e-01	998.0			6052.00	162.00	-201.00	4.424	0.068	-0.283	1.0280	0.4270	-0.1130
1720	Kepler-417 c	CONFIRMED	15.942515220	5.8230000e-05	-5.8230000e-05	2.70	1.000e+00	-2.000e-01	616.0			5376.00	201.00	-162.00	4.576	0.026	-0.240	0.8060	0.2990	-0.0600
1721	Kepler-121 c	CONFIRMED	41.008118300	1.1820000e-04	-1.1820000e-04	2.69	5.900e-01	-2.000e-01	430.0			5316.00	167.00	-143.00	4.613	0.032	-0.122	0.7190	0.1570	-0.0530
1725	Kepler-370 c	CONFIRMED	19.023152000	1.1320000e-04	-1.1320000e-04	1.91	7.800e-01	-1.400e-01	649.0			5845.00	160.00	-168.00	4.541	0.028	-0.290	0.8740	0.3540	-0.0670
1726	Kepler-370 b	CONFIRMED	4.579509460	2.8720000e-05	-2.8720000e-05	1.30	5.200e-01	-1.000e-01	1043.0			5845.00	160.00	-168.00	4.541	0.028	-0.290	0.8740	0.3540	-0.0670
1734	Kepler-381 c	CONFIRMED	13.391528730	5.5090000e-05	-5.5090000e-05	1.41	4.900e-01	-5.400e-01	1198.0			6550.00	185.00	-247.00	3.916	0.319	-0.177	2.0580	0.7220	-0.7810
1735	Kepler-381 b	CONFIRMED	5.629025790	2.1780000e-05	-2.1780000e-05	1.31	4.500e-01	-5.000e-01	1599.0			6550.00	185.00	-247.00	3.916	0.319	-0.177	2.0580	0.7220	-0.7810
1737	Kepler-417 b	CONFIRMED	12.330904370	4.5820000e-05	-4.5820000e-05	2.49	9.200e-01	-1.900e-01	671.0			5376.00	201.00	-162.00	4.576	0.026	-0.240	0.8060	0.2990	-0.0600
1739	Kepler-67 b	CONFIRMED	15.725890610	5.6200000e-05	-5.6200000e-05	2.81	3.100e-01	-1.000e-01	599.0			5324.00	111.00		4.603	0.014	-0.093	0.7510	0.0840	-0.0280
1750	Kepler-376 c	CONFIRMED	14.172204320	6.2770000e-05	-6.2770000e-05	1.72	3.000e-01	-1.900e-01	804.0			5906.00	108.00	-125.00	4.354	0.104	-0.134	1.0730	0.1840	-0.1210
1751	Kepler-376 b	CONFIRMED	4.920312170	3.1080000e-05	-3.1080000e-05	0.95	1.700e-01	-1.000e-01	1143.0			5906.00	108.00	-125.00	4.354	0.104	-0.134	1.0730	0.1840	-0.1210
1753	Kepler-124 c	CONFIRMED	13.821393060	2.2120000e-05	-2.2120000e-05	2.20	3.600e-01	-1.400e-01	584.0			5196.00	161.00	-127.00	4.662	0.026	-0.101	0.6570	0.1080	-0.0400
1762	Kepler-122 c	CONFIRMED	12.465995556	5.6110000e-06	-5.6110000e-06	4.66	1.600e+00	-4.300e-01	804.0			6103.00	143.00	-186.00	4.496	0.044	-0.262	0.9490	0.3270	-0.0880
1764	Kepler-371 b	CONFIRMED	34.762992300	2.9290000e-04	-2.9290000e-04	1.69	6.500e-01	-1.500e-01	560.0			6038.00	144.00	-179.00	4.508	0.041	-0.285	0.9220	0.3570	-0.0820
1765	Kepler-372 c	CONFIRMED	20.054507700	1.6970000e-04	-1.6970000e-04	2.47	1.210e+00	-3.000e-01	792.0			6517.00	154.00	-245.00	4.382	0.067	-0.295	1.1590	0.5690	-0.1390
1767	Kepler-377 c	CONFIRMED	27.014178300	1.4170000e-04	-1.4170000e-04	1.58	6.100e-01	-1.500e-01	626.0			6167.00	162.00	-184.00	4.487	0.056	-0.284	0.9130	0.3570	-0.0870
1768	Kepler-377 b	CONFIRMED	12.509452500	1.1270000e-04	-1.1270000e-04	1.16	4.500e-01	-1.100e-01	810.0			6167.00	162.00	-184.00	4.487	0.056	-0.284	0.9130	0.3570	-0.0870
1774	Kepler-124 d	CONFIRMED	30.950760800	1.9530000e-04	-1.9530000e-04	1.26	2.000e-01	-8.000e-02	446.0			5196.00	161.00	-127.00	4.662	0.026	-0.101	0.6570	0.1080	-0.0400
1801	Kepler-91 b	CONFIRMED	6.246680050	2.6470000e-05	-2.6470000e-05	15.39	8.300e-01	-8.300e-01	1917.0			4605.00	97.00	-97.00	2.936	0.013	-0.013	6.5280	0.3520	-0.3520
1803	Kepler-122 b	CONFIRMED	5.766166580	1.1110000e-05	-1.1110000e-05	1.84	6.300e-01	-1.700e-01	1040.0			6103.00	143.00	-186.00	4.496	0.044	-0.262	0.9490	0.3270	-0.0880
1807	Kepler-378 b	CONFIRMED	16.092314740	5.7160000e-05	-5.7160000e-05	2.38	2.140e+00	-1.360e+00	812.0			4799.00	117.00	-89.00	3.906	0.656	-0.477	1.8180	1.6290	-1.0400
1809	Kepler-379 c	CONFIRMED	62.784500200	4.1460000e-04	-4.1460000e-04	2.12	1.310e+00	-2.500e-01	523.0			6273.00	152.00	-200.00	4.364	0.081	-0.344	1.1390	0.7060	-0.1330
1814	Kepler-430 b	CONFIRMED	35.968234400	1.6000000e-04	-1.6000000e-04	2.06	3.700e-01	-2.900e-01	616.0			5831.00	104.00	-127.00	4.267	0.124	-0.120	1.2380	0.2250	-0.1740
1819	Kepler-361 c	CONFIRMED	55.186669500	3.2940000e-04	-3.2940000e-04	2.24	1.330e+00	-3.100e-01	561.0			6327.00	156.00	-206.00	4.327	0.101	-0.326	1.1750	0.6980	-0.1590
1835	Kepler-382 b	CONFIRMED	5.262126930	3.1510000e-05	-3.1510000e-05	1.46	6.400e-01	-2.200e-01	1019.0			5594.00	180.00	-141.00	4.395	0.141	-0.275	0.9350	0.4100	-0.1420
1836	Kepler-382 c	CONFIRMED	12.162815520	5.6530000e-05	-5.6530000e-05	1.68	7.300e-01	-2.600e-01	771.0			5594.00	180.00	-141.00	4.395	0.141	-0.275	0.9350	0.4100	-0.1420
1842	Kepler-373 b	CONFIRMED	5.535329550	1.9260000e-05	-1.9260000e-05	1.38	6.100e-01	-1.100e-01	962.0			5783.00	157.00	-145.00	4.543	0.035	-0.297	0.8420	0.3700	-0.0690
1843	Kepler-373 c	CONFIRMED	16.726052000	2.0280000e-04	-2.0280000e-04	1.15	5.100e-01	-9.000e-02	665.0			5783.00	157.00	-145.00	4.543	0.035	-0.297	0.8420	0.3700	-0.0690
1844	Kepler-122 d	CONFIRMED	21.587887500	1.2050000e-04	-1.2050000e-04	1.52	5.200e-01	-1.400e-01	670.0			6103.00	143.00	-186.00	4.496	0.044	-0.262	0.9490	0.3270	-0.0880
1846	Kepler-374 c	CONFIRMED	3.282802660	1.3320000e-05	-1.3320000e-05	1.09	4.400e-01	-1.100e-01	1226.0			5975.00	166.00	-168.00	4.480	0.067	-0.278	0.9000	0.3610	-0.0940
1853	Kepler-357 d	CONFIRMED	49.500495200	3.1190000e-04	-3.1190000e-04	3.38	9.900e-01	-3.200e-01	408.0			5033.00	178.00	-137.00	4.501	0.074	-0.559	0.8210	0.2390	-0.0780
1854	Kepler-357 b	CONFIRMED	6.475389190	2.1690000e-05	-2.1690000e-05	1.90	5.500e-01	-1.800e-01	804.0			5033.00	178.00	-137.00	4.501	0.074	-0.559	0.8210	0.2390	-0.0780
1855	Kepler-357 c	CONFIRMED	16.858277220	5.9680000e-05	-5.9680000e-05	2.50	7.300e-01	-2.400e-01	584.0			5033.00	178.00	-137.00	4.501	0.074	-0.559	0.8210	0.2390	-0.0780
1858	Kepler-362 c	CONFIRMED	37.865898200	1.9840000e-04	-1.9840000e-04	1.68	6.100e-01	-9.000e-02	479.0			5776.00	175.00	-140.00	4.622	0.025	-0.223	0.7260	0.2600	-0.0420
1860	Kepler-363 d	CONFIRMED	11.932086900	5.5340000e-05	-5.5340000e-05	2.98	8.400e-01	-1.280e+00	1112.0			5759.00	173.00	-176.00	3.891	0.369	-0.172	2.1270	0.5990	-0.9130
1861	Kepler-363 c	CONFIRMED	7.542339110	3.9810000e-05	-3.9810000e-05	2.35	6.700e-01	-1.010e+00	1295.0			5759.00	173.00	-176.00	3.891	0.369	-0.172	2.1270	0.5990	-0.9130
1862	Kepler-374 d	CONFIRMED	5.028186140	2.0210000e-05	-2.0210000e-05	1.29	5.100e-01	-1.400e-01	1063.0			5975.00	166.00	-168.00	4.480	0.067	-0.278	0.9000	0.3610	-0.0940
1863	Kepler-374 b	CONFIRMED	1.897834018	6.9370000e-06	-6.9370000e-06	1.04	4.200e-01	-1.100e-01	1471.0			5975.00	166.00	-168.00	4.480	0.067	-0.278	0.9000	0.3610	-0.0940
1877	Kepler-363 b	CONFIRMED	3.614613530	2.5280000e-05	-2.5280000e-05	1.74	4.900e-01	-7.500e-01	1655.0			5759.00	173.00	-176.00	3.891	0.369	-0.172	2.1270	0.5990	-0.9130
1885	Kepler-122 e	CONFIRMED	37.996398100	4.1610000e-04	-4.1610000e-04	1.93	6.700e-01	-1.800e-01	555.0			6103.00	143.00	-186.00	4.496	0.044	-0.262	0.9490	0.3270	-0.0880
1887	Kepler-123 b	CONFIRMED	17.232316860	3.5650000e-05	-3.5650000e-05	2.51	4.200e-01	-2.300e-01	774.0			6086.00	104.00	-124.00	4.367	0.077	-0.134	1.0920	0.1840	-0.0990
1895	Kepler-358 c	CONFIRMED	83.488621800	5.2360000e-04	-5.2360000e-04	3.39	1.390e+00	-3.000e-01	411.0			5910.00	168.00	-200.00	4.505	0.039	-0.297	0.9400	0.3870	-0.0830
1896	Kepler-358 b	CONFIRMED	34.060763100	1.1870000e-04	-1.1870000e-04	2.91	1.190e+00	-2.600e-01	554.0			5910.00	168.00	-200.00	4.505	0.039	-0.297	0.9400	0.3870	-0.0830
1899	Kepler-364 c	CONFIRMED	59.981058600	5.5120000e-04	-5.5120000e-04	1.99	1.360e+00	-2.200e-01	549.0			6484.00	167.00	-208.00	4.377	0.061	-0.378	1.1730	0.8060	-0.1310
1900	Kepler-364 b	CONFIRMED	25.745752900	3.2140000e-04	-3.2140000e-04	1.45	1.000e+00	-1.600e-01	728.0			6484.00	167.00	-208.00	4.377	0.061	-0.378	1.1730	0.8060	-0.1310
1915	Kepler-123 c	CONFIRMED	26.695165900	2.6270000e-04	-2.6270000e-04	1.31	2.200e-01	-1.200e-01	669.0			6086.00	104.00	-124.00	4.367	0.077	-0.134	1.0920	0.1840	-0.0990
1917	Kepler-120 b	CONFIRMED	6.312503728	5.3800000e-06	-5.3800000e-06	2.06	3.300e-01	-3.200e-01	576.0			4096.00	538.00	-187.00	4.697	0.095	-0.095	0.5700	0.0900	-0.0900
1919	Kepler-60 b	CONFIRMED	7.132943630	3.8920000e-05	-3.8920000e-05	1.97	1.090e+00	-5.000e-01	1202.0			6200.00	160.00	-199.00	4.160	0.218	-0.280	1.4480	0.8010	-0.3700
1920	Kepler-60 c	CONFIRMED	8.919024470	4.4290000e-05	-4.4290000e-05	2.11	1.170e+00	-5.400e-01	1115.0			6200.00	160.00	-199.00	4.160	0.218	-0.280	1.4480	0.8010	-0.3700
1927	Kepler-375 c	CONFIRMED	19.986615700	1.3000000e-04	-1.3000000e-04	2.95	1.010e+00	-2.300e-01	629.0			5821.00	154.00	-162.00	4.554	0.030	-0.245	0.8480	0.2890	-0.0670
1928	Kepler-375 b	CONFIRMED	12.125829910	7.5720000e-05	-7.5720000e-05	1.58	5.400e-01	-1.200e-01	743.0			5821.00	154.00	-162.00	4.554	0.030	-0.245	0.8480	0.2890	-0.0670
1930	Kepler-122 f	CONFIRMED	56.258788500	3.9640000e-04	-3.9640000e-04	1.81	6.300e-01	-1.700e-01	487.0			6103.00	143.00	-186.00	4.496	0.044	-0.262	0.9490	0.3270	-0.0880
1938	Kepler-60 d	CONFIRMED	11.898493200	1.4120000e-04	-1.4120000e-04	1.76	9.800e-01	-4.500e-01	1013.0			6200.00	160.00	-199.00	4.160	0.218	-0.280	1.4480	0.8010	-0.3700
1942	Kepler-359 c	CONFIRMED	57.689911800	3.8410000e-04	-3.8410000e-04	5.15	2.210e+00	-4.700e-01	507.0			6210.00	181.00	-227.00	4.450	0.046	-0.284	1.0330	0.4440	-0.0940
1943	Kepler-365 b	CONFIRMED	10.664875370	4.9360000e-05	-4.9360000e-05	1.83	7.800e-01	-1.900e-01	868.0			6011.00	161.00	-201.00	4.429	0.064	-0.288	1.0300	0.4380	-0.1100
1958	Kepler-359 b	CONFIRMED	25.563857600	1.2370000e-04	-1.2370000e-04	3.83	1.640e+00	-3.500e-01	665.0			6210.00	181.00	-227.00	4.450	0.046	-0.284	1.0330	0.4440	-0.0940
1960	Kepler-120 c	CONFIRMED	12.794550620	2.7010000e-05	-2.7010000e-05	1.64	2.600e-01	-2.600e-01	455.0			4096.00	538.00	-187.00	4.697	0.095	-0.095	0.5700	0.0900	-0.0900
1964	Kepler-366 b	CONFIRMED	3.281920910	1.2770000e-05	-1.2770000e-05	1.48	6.700e-01	-1.300e-01	1318.0			6210.00	157.00	-214.00	4.450	0.046	-0.299	1.0330	0.4650	-0.0960
1965	Kepler-366 c	CONFIRMED	12.516181640	7.4990000e-05	-7.4990000e-05	1.79	8.000e-01	-1.700e-01	844.0			6210.00	157.00	-214.00	4.450	0.046	-0.299	1.0330	0.4650	-0.0960
1975	Kepler-380 b	CONFIRMED	3.930871000	2.3460000e-05	-2.3460000e-05	1.07	1.800e-01	-1.100e-01	1266.0			6043.00	108.00	-123.00	4.352	0.093	-0.129	1.0970	0.1800	-0.1130
1976	Kepler-380 c	CONFIRMED	7.630068480	4.1300000e-05	-4.1300000e-05	1.25	2.000e-01	-1.300e-01	1015.0			6043.00	108.00	-123.00	4.352	0.093	-0.129	1.0970	0.1800	-0.1130
2001	Kepler-25 c	CONFIRMED	12.720374354	2.1170000e-06	-2.1170000e-06	4.51	8.000e-02	-8.000e-02	941.0			6270.00	79.00	-79.00	4.279	0.009	-0.009	1.3090	0.0230	-0.0230
2005	Kepler-383 b	CONFIRMED	12.904754630	7.3970000e-05	-7.3970000e-05	1.39	1.400e-01	-1.200e-01	564.0			4710.00	145.00	-126.00	4.583	0.050	-0.037	0.6990	0.0670	-0.0650
2011	Kepler-26 c	CONFIRMED	17.251200110	1.8800000e-05	-1.8800000e-05	2.82	4.200e-01	-4.300e-01	381.0			3887.00	258.00	-57.00	4.730	0.091	-0.091	0.5300	0.0800	-0.0800
2022	Kepler-383 c	CONFIRMED	31.200933300	3.2580000e-04	-3.2580000e-04	1.39	1.300e-01	-1.300e-01	420.0			4710.00	145.00	-126.00	4.583	0.050	-0.037	0.6990	0.0670	-0.0650
2023	Kepler-384 b	CONFIRMED	22.596599900	2.1380000e-04	-2.1380000e-04	1.12	2.300e-01	-1.400e-01	620.0			5585.00	127.00	-98.00	4.409	0.117	-0.138	0.9100	0.1890	-0.1080
2024	Kepler-384 c	CONFIRMED	45.348527700	3.3710000e-04	-3.3710000e-04	1.20	2.500e-01	-1.400e-01	491.0			5585.00	127.00	-98.00	4.409	0.117	-0.138	0.9100	0.1890	-0.1080
2038	Kepler-45 b	CONFIRMED	2.455240620	1.0000000e-07	-1.0000000e-07	11.03	5.600e-01	-8.700e-01	730.0			3820.00	77.00	-91.00	4.705	0.044	-0.021	0.5520	0.0280	-0.0440
2044	Kepler-25 b	CONFIRMED	6.238534771	2.1160000e-06	-2.1160000e-06	2.64	4.000e-02	-5.000e-02	1193.0			6270.00	79.00	-79.00	4.279	0.009	-0.009	1.3090	0.0230	-0.0230
2054	Kepler-26 d	CONFIRMED	3.543917895	5.6680000e-06	-5.6680000e-06	1.23	1.800e-01	-1.900e-01	646.0			3887.00	258.00	-57.00	4.730	0.091	-0.091	0.5300	0.0800	-0.0800
2061	Kepler-395 c	CONFIRMED	34.989447500	3.3780000e-04	-3.3780000e-04	1.25	1.500e-01	-4.400e-01	264.0			3735.00	54.00	-164.00	4.851	0.120	-0.080	0.4000	0.0500	-0.1400
2062	Kepler-395 b	CONFIRMED	7.054273180	3.8340000e-05	-3.8340000e-05	0.78	9.000e-02	-2.800e-01	450.0			3735.00	54.00	-164.00	4.851	0.120	-0.080	0.4000	0.0500	-0.1400
2069	Kepler-49 b	CONFIRMED	7.203850636	5.6650000e-06	-5.6650000e-06	2.23	2.600e-01	-2.700e-01	493.0			3816.00	141.00	-54.00	4.755	0.070	-0.070	0.5100	0.0600	-0.0600
2070	Kepler-390 b	CONFIRMED	6.738112190	4.0910000e-05	-4.0910000e-05	0.78	6.000e-02	-4.000e-02	786.0			5168.00	105.00		4.566	0.029	-0.054	0.7690	0.0590	-0.0360
2085	Kepler-37 d	CONFIRMED	39.792237920	2.2230000e-05	-2.2230000e-05	1.88	6.000e-02	-7.000e-02	456.0			5417.00	75.00	-75.00	4.567	0.040	-0.040	0.7720	0.0260	-0.0260
2095	Kepler-26 e	CONFIRMED	46.827714000	1.0210000e-04	-1.0210000e-04	2.11	3.200e-01	-3.200e-01	273.0			3887.00	258.00	-57.00	4.730	0.091	-0.091	0.5300	0.0800	-0.0800
2103	Kepler-396 c	CONFIRMED	88.511256300	1.1560000e-04	-1.1560000e-04	6.07	2.230e+00	-1.130e+00	417.0			5579.00	153.00	-128.00	4.317	0.181	-0.235	1.0600	0.3890	-0.1970
2107	Kepler-385 c	CONFIRMED	15.162273500	1.3350000e-04	-1.3350000e-04	3.30	1.930e+00	-4.100e-01	850.0			6308.00	178.00	-246.00	4.353	0.088	-0.323	1.1530	0.6710	-0.1440
2108	Kepler-385 b	CONFIRMED	10.043770840	6.9540000e-05	-6.9540000e-05	3.21	1.860e+00	-4.000e-01	975.0			6308.00	178.00	-246.00	4.353	0.088	-0.323	1.1530	0.6710	-0.1440
2111	Kepler-49 c	CONFIRMED	10.912748070	1.5050000e-05	-1.5050000e-05	2.63	3.100e-01	-3.100e-01	429.0			3816.00	141.00	-54.00	4.755	0.070	-0.070	0.5100	0.0600	-0.0600
2115	Kepler-392 b	CONFIRMED	5.341858040	4.4110000e-05	-4.4110000e-05	1.19	6.000e-01	-2.700e-01	1360.0			6474.00	161.00	-212.00	4.188	0.185	-0.271	1.4030	0.7080	-0.3160
2127	Kepler-37 c	CONFIRMED	21.301991090	5.4320000e-05	-5.4320000e-05	0.71	2.000e-02	-3.000e-02	562.0			5417.00	75.00	-75.00	4.567	0.040	-0.040	0.7720	0.0260	-0.0260
2139	Kepler-125 b	CONFIRMED	4.164383815	1.7420000e-06	-1.7420000e-06	2.71	3.100e-01	-3.200e-01	596.0			3810.00	64.00	-65.00	4.738	0.070	-0.070	0.5200	0.0600	-0.0600
2150	Kepler-386 c	CONFIRMED	25.193446700	1.7980000e-04	-1.7980000e-04	1.78	3.500e-01	-1.500e-01	502.0			5177.00	167.00	-136.00	4.578	0.039	-0.109	0.7460	0.1480	-0.0620
2154	Kepler-49 d	CONFIRMED	2.576569689	2.2380000e-06	-2.2380000e-06	1.54	1.800e-01	-1.800e-01	694.0			3816.00	141.00	-54.00	4.755	0.070	-0.070	0.5100	0.0600	-0.0600
2158	Kepler-393 b	CONFIRMED	9.182471940	6.0250000e-05	-6.0250000e-05	1.51	8.400e-01	-3.600e-01	1228.0			6735.00	161.00	-234.00	4.144	0.166	-0.310	1.6040	0.8830	-0.3840
2159	Kepler-393 c	CONFIRMED	14.613425100	1.3970000e-04	-1.3970000e-04	1.40	7.700e-01	-3.300e-01	1052.0			6735.00	161.00	-234.00	4.144	0.166	-0.310	1.6040	0.8830	-0.3840
2161	Kepler-396 b	CONFIRMED	42.992553020	4.5090000e-05	-4.5090000e-05	3.49	1.280e+00	-6.500e-01	531.0			5579.00	153.00	-128.00	4.317	0.181	-0.235	1.0600	0.3890	-0.1970
2167	Kepler-387 b	CONFIRMED	6.791647860	4.4120000e-05	-4.4120000e-05	1.08	5.300e-01	-1.100e-01	1073.0			6303.00	158.00	-198.00	4.406	0.066	-0.305	1.0600	0.5180	-0.1090
2168	Kepler-387 c	CONFIRMED	11.837726100	1.0460000e-04	-1.0460000e-04	1.06	5.200e-01	-1.100e-01	891.0			6303.00	158.00	-198.00	4.406	0.066	-0.305	1.0600	0.5180	-0.1090
2171	Kepler-37 b	CONFIRMED	13.366930900	3.5990000e-04	-3.5990000e-04	0.27	1.000e-02	-1.000e-02	656.0			5417.00	75.00	-75.00	4.567	0.040	-0.040	0.7720	0.0260	-0.0260
2178	Kepler-394 b	CONFIRMED	8.005053420	4.7430000e-05	-4.7430000e-05	1.72	9.500e-01	-2.100e-01	1063.0			6426.00	155.00	-258.00	4.373	0.076	-0.319	1.1540	0.6360	-0.1430
2179	Kepler-394 c	CONFIRMED	12.130652930	9.1050000e-05	-9.1050000e-05	1.81	1.000e+00	-2.200e-01	926.0			6426.00	155.00	-258.00	4.373	0.076	-0.319	1.1540	0.6360	-0.1430
2186	Kepler-124 b	CONFIRMED	3.410454240	1.3090000e-05	-1.3090000e-05	0.80	1.400e-01	-4.000e-02	931.0			5196.00	161.00	-127.00	4.662	0.026	-0.101	0.6570	0.1080	-0.0400
